ag,-1.101288,1.106418,0.321429,-0.135559,0.693785,1.000000,-0.005037,0.395880
ag,0.000000,0.000000,0.000000,0.112079,0.002642,1.000000,-0.472225,0.275219
contrast,-0.376453,0.856312,0.704545,0.251496,0.339715,1.000000,-0.102431,0.731981
contrast,-0.664725,0.908135,0.581395,-0.053660,0.759653,1.000000,0.269969,1.313870
non,0.000000,0.000000,0.000000,0.258774,0.251486,1.000000,0.365650,0.558182
non,-0.458751,1.300277,0.424242,0.009126,0.758985,1.000000,0.533993,0.788868
non,0.569762,0.700482,1.000000,0.778827,0.008335,1.000000,0.931042,0.684348
contrast,-0.484748,0.951079,0.409091,-0.348278,0.536532,1.000000,1.174292,0.807100
ag,0.194226,0.661164,0.695652,0.515922,0.745630,1.000000,0.289872,1.266847
contrast,0.313694,1.314782,0.352941,-0.673685,1.582359,1.000000,-0.039610,0.652926
non,0.260834,0.807741,0.739130,0.870993,0.292664,1.000000,0.926986,1.150053
ag,0.000000,0.000000,0.000000,0.058496,0.406579,1.000000,-0.323047,0.060013
ag,0.000000,0.000000,0.000000,0.628205,0.005986,1.000000,-0.323569,0.185461
non,-0.391085,1.294806,0.233333,-0.270328,0.927619,1.000000,0.120939,1.198035
contrast,-0.637982,1.333629,0.555556,0.404637,0.036366,1.000000,-0.006462,0.331771
non,-0.212910,1.034667,0.641026,0.212714,0.359599,1.000000,0.117341,0.753298
contrast,0.076774,0.855855,1.000000,0.961565,0.010469,1.000000,0.423254,0.708872
ag,1.560048,0.673414,0.130435,0.295567,0.022793,1.000000,0.524502,1.238396
non,-0.590895,0.752022,0.846154,0.647136,0.092431,1.000000,0.232418,0.619925
non,-1.873286,0.000000,0.052632,0.398214,0.042856,1.000000,0.276232,0.442592
contrast,0.000000,0.000000,0.000000,0.763717,0.013395,1.000000,0.564534,0.405102
contrast,-0.180771,1.019664,0.625000,0.226924,0.713998,1.000000,0.530153,0.911623
contrast,0.127602,1.141770,0.230769,0.654183,0.012265,1.000000,1.102181,0.658136
non,-0.137963,0.802431,0.566038,-0.037833,1.044026,1.000000,-0.002678,0.851497
contrast,0.532963,1.138633,0.272727,0.347878,0.185110,1.000000,0.632966,0.995644
ag,-0.972065,0.621333,0.772727,0.476811,0.049301,1.000000,-0.095021,0.478869
non,-0.581542,0.913984,0.588235,0.173780,0.381206,1.000000,0.172607,0.823343
contrast,0.000000,0.000000,0.000000,0.359578,0.023710,1.000000,0.692358,0.485084
non,-1.223439,1.388662,0.600000,-0.095385,0.511566,1.000000,0.736033,0.028866
contrast,-0.021474,1.355994,0.444444,-0.058118,0.998575,1.000000,0.224635,1.966186
